Partial_Entity_Name,State,State_Short,Full_Entity_Name,Match_Status,Matched_Name,Confidence_Score,Match_Stage,Context_Notes,Top_3_Candidates
BOYD ISD,Texas,TX,TX-BOYD ISD,Matched,TX-BOYD ISD,1.0,exact,,
BRAZOSPORT COLLEGE,Texas,TX,TX-BRAZOSPORT COLLEGE,Matched,TX-BRAZOSPORT COLLEGE,1.0,exact,,
CHIRENO ISD,Texas,TX,TX-CHIRENO ISD,Matched,TX-CHIRENO ISD,1.0,exact,,
CITY OF AUSTIN,Texas,TX,TX-CITY OF AUSTIN,Matched,TX-CITY OF AUSTIN,1.0,exact,,
ESSEXVILLE-HAMPTON PUBLIC SCHOOLS,Michigan,MI,MI-ESSEXVILLE-HAMPTON PUBLIC SCHOOLS,Matched,MI-ESSEXVILLE HAMPTON PUBLIC SCHOOLS,1.0,exact,,
GRAND HAVEN AREA PUBLIC SCHOOLS,Michigan,MI,MI-GRAND HAVEN AREA PUBLIC SCHOOLS,Matched,MI-GRAND HAVEN AREA PUBLIC SCHOOLS,1.0,exact,,
MIDLAND PUBLIC SCHOOLS,Michigan,MI,MI-MIDLAND PUBLIC SCHOOLS,Matched,MI-MIDLAND PUBLIC SCHOOLS,1.0,exact,,
MARTHAS VINEYARD PUBLIC SCHOOLS,Massachusetts,MA,MA-MARTHAS VINEYARD PUBLIC SCHOOLS,Matched,MA-MARTHAS VINEYARD PUBLIC SCHOOLS,1.0,exact,,
TOWN OF DEDHAM,Massachusetts,MA,MA-TOWN OF DEDHAM,Matched,MA-TOWN OF DEDHAM,1.0,exact,,
TOWN OF WAYLAND,Massachusetts,MA,MA-TOWN OF WAYLAND,Matched,MA-TOWN OF WAYLAND,1.0,exact,,
TOWN OF WESTON,Massachusetts,MA,MA-TOWN OF WESTON,Matched,MA-TOWN OF WESTON,1.0,exact,,
WESTWOOD PUBLIC SCHOOLS,Massachusetts,MA,MA-WESTWOOD PUBLIC SCHOOLS,Matched,MA-WESTWOOD PUBLIC SCHOOLS,1.0,exact,,
CLAYTON SD,Missouri,MO,MO-CLAYTON SD,Matched,MO-CLAYTON SCHOOL DISTRICT,1.0,exact,,
FAYETTE R-III SD,Missouri,MO,MO-FAYETTE R-III SD,Matched,MO-FAYETTE R-III SCHOOL DISTRICT,1.0,exact,,
SIUSLAW SD,Oregon,OR,OR-SIUSLAW SD,Matched,OR-SIUSLAW SCHOOL DISTRICT,1.0,exact,,
SOUTHERN OREGON UNIVERSITY,Oregon,OR,OR-SOUTHERN OREGON UNIVERSITY,Matched,OR-SOUTHERN OREGON UNIVERSITY,1.0,exact,,
TREASURE VALLEY COMMUNITY COLLEGE,Oregon,OR,OR-TREASURE VALLEY COMMUNITY COLLEGE,Matched,OR-TREASURE VALLEY COMMUNITY COLLEGE,1.0,exact,,
TUALATIN HILLS PARK AND RECREATION DISTRICT,Oregon,OR,OR-TUALATIN HILLS PARK AND RECREATION DISTRICT,Matched,OR-TUALATIN HILLS PARK AND RECREATION DISTRICT,1.0,exact,,
CITY OF ALLENTOWN,Pennsylvania,PA,PA-CITY OF ALLENTOWN,Matched,PA-CITY OF ALLENTOWN,1.0,exact,,
NORRISTOWN AREA SD,Pennsylvania,PA,PA-NORRISTOWN AREA SD,Matched,PA-NORRISTOWN AREA SCHOOL DISTRICT,1.0,exact,,
UNIVERSITY OF PITTSBURGH,Pennsylvania,PA,PA-UNIVERSITY OF PITTSBURGH,Matched,PA-UNIVERSITY OF PITTSBURGH,1.0,exact,,
CITY OF SUMMERVILLE,South Carolina,SC,SC-CITY OF SUMMERVILLE,Matched,SC-CITY OF SUMMERVILLE,1.0,exact,,
SPARTANBURG COMMUNITY COLLEGE,South Carolina,SC,SC-SPARTANBURG COMMUNITY COLLEGE,Matched,SC-SPARTANBURG COMMUNITY COLLEGE,1.0,exact,,
RIVER VALLEY SD,Michigan,MI,MI-RIVER VALLEY SD,Matched,MI-RIVER VALLEY SCHOOL DISTRICT,1.0,exact,,
ROSEVILLE COMMUNITY SCHOOLS,Michigan,MI,MI-ROSEVILLE COMMUNITY SCHOOLS,Matched,MI-ROSEVILLE COMMUNITY SCHOOLS,1.0,exact,,
VILLAGE OF VICKSBURG,Michigan,MI,MI-VILLAGE OF VICKSBURG,Matched,MI-VILLAGE OF VICKSBURG,1.0,exact,,
CITY OF MORA,Minnesota,MN,MN-CITY OF MORA,Matched,MN-CITY OF MORA,1.0,exact,,
CITY OF ST CLOUD,Minnesota,MN,MN-CITY OF ST CLOUD,Matched,MN-CITY OF ST CLOUD,1.0,exact,,
CITY OF POTTERVILLE,Michigan,MI,MI-CITY OF POTTERVILLE,Matched,MI-CITY OF POTTERVILLE,1.0,exact,,
CITY OF ST JOSEPH,Michigan,MI,MI-CITY OF ST JOSEPH,Matched,MI-CITY OF ST JOSEPH,1.0,exact,,
CITY OF ZEELAND,Michigan,MI,MI-CITY OF ZEELAND,Matched,MI-CITY OF ZEELAND,1.0,exact,,
COLDWATER COMMUNITY SCHOOLS,Michigan,MI,MI-COLDWATER COMMUNITY SCHOOLS,Matched,MI-COLDWATER COMMUNITY SCHOOLS,1.0,exact,,
CITY OF KINGMAN,Arizona,AZ,AZ-CITY OF KINGMAN,Matched,AZ-CITY OF KINGMAN,1.0,exact,,
CITY OF FAYETTEVILLE,Arkansas,AR,AR-CITY OF FAYETTEVILLE,Matched,AR-CITY OF FAYETTEVILLE,1.0,exact,,
CITY OF SHERIDAN,Arkansas,AR,AR-CITY OF SHERIDAN,Matched,AR-CITY OF SHERIDAN,1.0,exact,,
CITY OF SHERWOOD,Arkansas,AR,AR-CITY OF SHERWOOD,Matched,AR-CITY OF SHERWOOD,1.0,exact,,
CITY OF TEXARKANA,Arkansas,AR,AR-CITY OF TEXARKANA,Matched,AR-CITY OF TEXARKANA,1.0,exact,,
MONTICELLO SD,Arkansas,AR,AR-MONTICELLO SD,Matched,AR-MONTICELLO SCHOOL DISTRICT,1.0,exact,,
SPRINGDALE SD,Arkansas,AR,AR-SPRINGDALE SD,Matched,AR-SPRINGDALE SCHOOL DISTRICT,1.0,exact,,
OCEAN BEACH SD,Washington,WA,WA-OCEAN BEACH SD,Matched,WA-OCEAN BEACH SCHOOL DISTRICT,1.0,exact,,
RIVERVIEW SD,Washington,WA,WA-RIVERVIEW SD,Matched,WA-RIVERVIEW SCHOOL DISTRICT,1.0,exact,,
CITY OF PALO ALTO,California,CA,CA-CITY OF PALO ALTO,Matched,CA-CITY OF PALO ALTO,1.0,exact,,
CITY OF SHORELINE,Washington,WA,WA-CITY OF SHORELINE,Matched,WA-CITY OF SHORELINE,1.0,exact,,
CLE ELUM-ROSLYN SD,Washington,WA,WA-CLE ELUM-ROSLYN SD,Matched,WA-CLE ELUM ROSLYN SCHOOL DISTRICT,1.0,exact,,
EPHRATA SCHOOL DISTRICT 165,Washington,WA,WA-EPHRATA SCHOOL DISTRICT 165,Matched,WA-EPHRATA SCHOOL DISTRICT 165,1.0,exact,,
ISSAQUAH SD 411,Washington,WA,WA-ISSAQUAH SD 411,Matched,WA-ISSAQUAH SCHOOL DISTRICT 411,1.0,exact,,
NEWPORT SD,Washington,WA,WA-NEWPORT SD,Matched,WA-NEWPORT SCHOOL DISTRICT,1.0,exact,,
BLOOMER SD,Wisconsin,WI,WI-BLOOMER SD,Matched,WI-BLOOMER SCHOOL DISTRICT,1.0,exact,,
DE SOTO AREA SD,Wisconsin,WI,WI-DE SOTO AREA SD,Matched,WI-DE SOTO AREA SCHOOL DISTRICT,1.0,exact,,
EAST AURORA SCHOOL DISTRICT 131,Illinois,IL,IL-E AURORA SCHOOL DISTRICT 131,Matched,IL-EAST AURORA SCHOOL DISTRICT 131,0.9893,high_confidence,city_match: AURORA,
LOS BAOS USD,California,CA,CA-LOS BAOS USD,Matched,CA-LOS BANOS UNIFIED SCHOOL DISTRICT,0.9814,high_confidence,,
REARDAN-EDWALL SD,Washington,WA,WA-REARDAN-EDWALL SD,Matched,WA-REARDAN EDWALL SCHOOL DISTRICT 9,0.9804,high_confidence,,
LA CAADA USD,California,CA,CA-LA CAADA USD,Matched,CA-LA CANADA UNIFIED SCHOOL DISTRICT,0.9802,high_confidence,,
WELLINGTON USD 353,Kansas,KS,KS-WELLINGTON USD 353,Matched,KS-USD 353 WELLINGTON,0.98,high_confidence,,
HIAWATHA USD 415,Kansas,KS,KS-HIAWATHA USD 415,Matched,KS-USD 415 HIAWATHA,0.98,high_confidence,,
DE SOTO USD 232,Kansas,KS,KS-DE SOTO USD 232,Matched,KS-USD 232 DE SOTO,0.98,high_confidence,,
MORRIS COUNTY USD 417,Kansas,KS,KS-MORRIS COUNTY USD 417,Matched,KS-USD 417 MORRIS COUNTY,0.98,high_confidence,,
MUKILTEO SCHOOL DISTRICT,Washington,WA,WA-MUKILTEO SCHOOL DISTRICT,Matched,WA-MUKILTEO SCHOOL DISTRICT 6,0.9749,high_confidence,,
GASCONADE COUNTY R-2 SD,Missouri,MO,MO-GASCONADE COUNTY R-2 SD,Matched,MO-GASCONADE COUNTY R-1 SCHOOL DISTRICT,0.9743,high_confidence,,
UNIVERSITY PLACE SD,Washington,WA,WA-UNIVERSITY PLACE SD,Matched,WA-UNIVERSITY PLACE SCHOOL DISTRICT 83,0.9734,high_confidence,,
UNIVERSITY OF NORTH FLORIDA,Florida,FL,FL-UNIVERSITY OF N FLORIDA,Matched,FL-UNIVERSITY OF FLORIDA,0.9702,high_confidence,,
PORT TOWNSEND SD,Washington,WA,WA-PORT TOWNSEND SD,Matched,WA-PORT TOWNSEND SCHOOL DISTRICT 50,0.969,high_confidence,,
SAN MATEO COUNTY OFFICE OF EDUCATION,California,CA,CA-SAN MATEO COUNTY OFFICE OF EDUCATION,Matched,CA-COUNTY OF SAN MATEO OFFICE OF EDUCATION,0.9652,high_confidence,city_match: SAN MATEO,
BEAVERTON SD,Oregon,OR,OR-BEAVERTON SD,Matched,OR-BEAVERTON SCHOOL DISTRICT 48,0.9636,high_confidence,,
HILLSBORO SD,Oregon,OR,OR-HILLSBORO SD,Matched,OR-HILLSBORO SCHOOL DISTRICT 1J,0.9636,high_confidence,,
CENTRAL KITSAP SD,Washington,WA,WA-CENTRAL KITSAP SD,Matched,WA-CENTRAL KITSAP SCHOOL DISTRICT 401,0.9617,high_confidence,,
SUMTER SD,South Carolina,SC,SC-SUMTER SD,Matched,SC-SUMTER SCHOOL DISTRICT 17,0.9612,high_confidence,,
EAST HAMPTON UNION FREE SD,New York,NY,NY-E HAMPTON UNION FREE SD,Matched,NY-EAST HAMPTON UNION FREE SCHOOL DISTRICT,0.9609,high_confidence,,
BERKELEY COUNTY SD,South Carolina,SC,SC-BERKELEY COUNTY SD,Matched,SC-BERKELEY SCHOOL DISTRICT,0.9585,high_confidence,city_match: BERKELEY,
JEFFERSON WEST USD 340,Kansas,KS,KS-JEFFERSON W USD 340,Matched,KS-JEFFERSON WEST UNIFIED SCHOOL DISTRICT 340,0.9561,high_confidence,,
NORTHSHORE SCHOOL DISTRICT,Washington,WA,WA-NORTHSHORE SCHOOL DISTRICT,Matched,WA-NORTHSHORE SCHOOL DISTRICT 417,0.9558,high_confidence,,
BELLINGHAM SD,Washington,WA,WA-BELLINGHAM SD,Matched,WA-BELLINGHAM SCHOOL DISTRICT 501,0.9558,high_confidence,,
WENATCHEE SCHOOL DISTRICT,Washington,WA,WA-WENATCHEE SCHOOL DISTRICT,Matched,WA-WENATCHEE SCHOOL DISTRICT 246,0.955,high_confidence,,
TOWN OF NORTH READING,Massachusetts,MA,MA-TOWN OF N READING,Matched,MA-TOWN OF READING,0.9537,high_confidence,,
MCCLEARY SD,Washington,WA,WA-MCCLEARY SD,Matched,WA-MCCLEARY SCHOOL DISTRICT 065,0.9511,high_confidence,,
KIMBERLY SD,Idaho,ID,ID-KIMBERLY SD,Matched,ID-KIMBERLY SCHOOL DISTRICT 414,0.9511,high_confidence,,
EASTMONT SD,Washington,WA,WA-EASTMONT SD,Matched,WA-EASTMONT SCHOOL DISTRICT 206,0.9511,high_confidence,,
OLYMPIA SCHOOL DISTRICT,Washington,WA,WA-OLYMPIA SCHOOL DISTRICT,Matched,WA-OLYMPIA SCHOOL DISTRICT 111,0.9501,high_confidence,,
MONROE SD,Washington,WA,WA-MONROE SD,Matched,WA-MONROE SCHOOL DISTRICT 103,0.949,confident,,
RAYMORE-PECULIAR SD,Missouri,MO,MO-RAYMORE-PECULIAR SD,Matched,MO-RAYMORE-PECULIAR R-II SCHOOL DISTRICT,0.948,confident,,
DOS PALOS ORO LOMA JOINT USD,California,CA,CA-DOS PALOS ORO LOMA JOINT USD,Matched,CA-DOS PALOS ORO LOMA UNIFIED SCHOOL DISTRICT,0.9469,confident,,
FORT OSAGE SD,Missouri,MO,MO-FORT OSAGE SD,Matched,MO-FORT OSAGE R 1 SCHOOL DISTRICT,0.9466,confident,,
BLACKSTONE-MILLVILLE REGIONAL SD,Massachusetts,MA,MA-BLACKSTONE-MILLVILLE REGIONAL SD,Matched,MA-BLACKSTONE-MILLVILLE REG SD,0.9433,confident,,
WASHINGTON USD,California,CA,CA-WASHINGTON USD,Matched,CA-WASHINGTON UNIFIED SCHOOL DISTRICT - FRESNO,0.9428,confident,,
OAKLAND USD,California,CA,CA-OAKLAND USD,Matched,CA-ROWLAND UNIFIED SCHOOL DISTRICT,0.94,confident,,
WEST CONTRA COSTA USD,California,CA,CA-W CONTRA COSTA USD,Matched,CA-WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,0.9382,confident,,
EAST CLEVELAND CITY SD,Ohio,OH,OH-E CLEVELAND CITY SD,Matched,OH-EAST CLEVELAND CITY SCHOOL DISTRICT,0.936,confident,,
SOUTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,California,CA,CA-S ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,Matched,CA-SOUTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,0.9348,confident,,
BUCKEYE LOCAL SCHOOL DISTRICT,Ohio,OH,OH-BUCKEYE LOCAL SCHOOL DISTRICT,Matched,OH-BUCKEYE LOCAL SCHOOL DISTRICT- MEDINA,0.9323,confident,,
STEPHEN F AUSTIN STATE UNIVERSITY,Texas,TX,TX-STEPHEN F AUSTIN STATE UNIVERSITY,Matched,TX-STEPHEN F AUSTIN UNIVERSITY,0.9318,confident,,
GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT,California,CA,CA-GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT,Matched,CA-GROSSMONT CUYAMACA COMMUNITY COLLEGE,0.9312,confident,,
SPRINGVILLE-GRIFFITH INSTITUTE CSD,New York,NY,NY-SPRINGVILLE-GRIFFITH INSTITUTE CSD,Matched,NY-SPRINGVILLE GRIFFITH INST CSD,0.9303,confident,,
STEELVILLE R-3 SD,Missouri,MO,MO-STEELVILLE R-3 SD,Matched,MO-STEELVILLE R-III SCHOOL DISTRICT,0.9284,confident,,
UNIVERSITY OF TEXAS AT AUSTIN,Texas,TX,TX-UNIVERSITY OF TEXAS AT AUSTIN,Matched,TX-UNIVERSITY OF TEXAS AT HOUSTON,0.9281,confident,,
BAY CITY PUBLIC SCHOOLS,Michigan,MI,MI-BAY CITY PUBLIC SCHOOLS,Matched,MI-BOYNE CITY PUBLIC SCHOOLS,0.9254,confident,,
WEST SHORE COMMUNITY COLLEGE,Michigan,MI,MI-W SHORE COMMUNITY COLLEGE,Matched,MI-WEST SHORE COMMUNITY COLLEGE,0.925,confident,,
WORTHINGTON SCHOOLS,Ohio,OH,OH-WORTHINGTON SCHOOLS,Matched,OH-WORTHINGTON CITY SCHOOLS,0.9245,confident,,
DEERFIELD PUBLIC SD 109,Illinois,IL,IL-DEERFIELD PUBLIC SD 109,Matched,IL-DEERFIELD SCHOOL DISTRICT 109,0.9213,confident,,
SCOTTSDALE USD,Arizona,AZ,AZ-SCOTTSDALE USD,Matched,AZ-SCOTTSDALE UNIFIED SCHOOL DISTRICT NO 48,0.9199,confident,,
GRANVILLE EXEMPTED VILLAGE SD,Ohio,OH,OH-GRANVILLE EXEMPTED VILLAGE SD,Matched,OH-MARYSVILLE EXEMPTED VILLAGE SCHOOL DISTRICT,0.9193,confident,,
REED UNION SD,California,CA,CA-REED UNION SD,Matched,CA-RESCUE UNION SCHOOL DISTRICT,0.9139,confident,,
LANCASTER COUNTY SD,South Carolina,SC,SC-LANCASTER COUNTY SD,Matched,SC-LANCASTER SCHOOL DISTRICT,0.9133,confident,,
BOX ELDER SCHOOL DISTRICT,Utah,UT,UT-BOX ELDER SCHOOL DISTRICT,Matched,UT-BOX ELDER COUNTY SCHOOL DISTRICT,0.9133,confident,,
SULPHUR SPRINGS UNION SD,California,CA,CA-SULPHUR SPRINGS UNION SD,Matched,CA-SULPHUR SPRINGS UNION ELEMENTARY SCHOOL DISTRICT,0.9119,confident,,
EAST VALLEY SD,Washington,WA,WA-E VALLEY SD,Matched,WA-METHOW VALLEY SCHOOL DISTRICT,0.9113,confident,,
REDWOOD CITY SD,California,CA,CA-REDWOOD CITY SD,Matched,CA-RAVENSWOOD CITY SCHOOL DISTRICT,0.9072,confident,,
SAN MATEO COMMUNITY COLLEGE DISTRICT,California,CA,CA-SAN MATEO COMMUNITY COLLEGE DISTRICT,Matched,CA-CANADA COLLEGE SAN MATEO CCD,0.9067,confident,city_match: SAN MATEO,
MOBERLY SCHOOL DISTRICT,Missouri,MO,MO-MOBERLY SCHOOL DISTRICT,Matched,MO-MOBERLY PUBLIC SCHOOL DISTRICT,0.9065,confident,,
BRIDGEPORT PUBLIC SCHOOLS,Connecticut,CT,CT-BRIDGEPORT PUBLIC SCHOOLS,Matched,CT-BRIDGEPORT PUBLIC SCHOOL SYSTEM,0.905,confident,,
ORLEANS CENTRAL SUPERVISORY UNION,Vermont,VT,VT-ORLEANS CENTRAL SUPERVISORY UNION,Matched,VT-ORLEANS SUPERVISORY UNION,0.901,confident,,
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,Illinois,IL,IL-SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,Matched,IL-SOUTHERN ILLINOIS UNIVERSITY,0.8997,confident,,
RIVERBEND COMMUNITY UNIT SD,Illinois,IL,IL-RIVERBEND COMMUNITY UNIT SD,Matched,IL-HERRIN COMMUNITY UNIT SCHOOL DISTRICT,0.8976,confident,,
SCHERTZ-CIBOLO-UNIVERSAL CITY ISD,Texas,TX,TX-SCHERTZ-CIBOLO-UNIVERSAL CITY ISD,Matched,TX-SCHERTZ-CIBOLO-U CITY ISD,0.8974,confident,,
WEST VALLEY SD,Washington,WA,WA-W VALLEY SD,Matched,WA-VALLEY SCHOOL DISTRICT 70,0.8974,confident,,
CHABOT LAS POSITAS COMMUNITY COLLEGE DISTRICT,California,CA,CA-CHABOT LAS POSITAS COMMUNITY COLLEGE DISTRICT,Matched,CA-CHABOT COLLEGE CHABOT LAS POSITAS CCD,0.8963,confident,,
HOWARD-SUAMICO SD,Wisconsin,WI,WI-HOWARD-SUAMICO SD,Matched,WI-HOWARD SAUMICO SCHOOL DISTRICT,0.8938,confident,,
GRASS LAKE COMMUNITY SCHOOLS,Michigan,MI,MI-GRASS LAKE COMMUNITY SCHOOLS,Matched,MI-GULL LAKE COMMUNITY SCHOOLS,0.8864,confident,,
SUMMERVILLE UNION HSD,California,CA,CA-SUMMERVILLE UNION HSD,Matched,CA-SUMMERVILLE SCHOOL DISTRICT,0.8862,confident,,
CALCASIEU PARISH SCHOOLS,Louisiana,LA,LA-CALCASIEU PARISH SCHOOLS,Matched,LA-CALCASIEU PARISH SCHOOL BOARD,0.8855,confident,,
SAG HARBOR SD,New York,NY,NY-SAG HARBOR SD,Matched,NY-SAG HARBOR UNION FREE SCHOOL DISTRICT,0.8842,confident,,
ST CHARLES COMMUNITY SCHOOLS,Michigan,MI,MI-ST CHARLES COMMUNITY SCHOOLS,Matched,MI-SAINT CHARLES COMMUNITY SCHOOL DISTRICT,0.8834,confident,,
QUINCY COMMUNITY SCHOOLS,Michigan,MI,MI-QUINCY COMMUNITY SCHOOLS,Matched,MI-PINCKNEY COMMUNITY SCHOOLS,0.8821,confident,,
ADRIAN PUBLIC SCHOOL DISTRICT,Michigan,MI,MI-ADRIAN PUBLIC SCHOOL DISTRICT,Matched,MI-ALLEGAN PUBLIC SCHOOL DISTRICT,0.8809,confident,,
WINCHESTER PUBLIC SCHOOLS,Massachusetts,MA,MA-WINCHESTER PUBLIC SCHOOLS,Matched,MA-WEBSTER PUBLIC SCHOOLS,0.8806,confident,,
CAROLINE COUNTY PUBLIC SCHOOLS,Virginia,VA,VA-CAROLINE COUNTY PUBLIC SCHOOLS,Matched,VA-CHARLOTTE COUNTY PUBLIC SCHOOL,0.8787,confident,,
HOPKINS PUBLIC SCHOOLS,Michigan,MI,MI-HOPKINS PUBLIC SCHOOLS,Matched,MI-HOPKINS SCHOOLS,0.8776,confident,,
RICHMOND PUBLIC SCHOOLS,Virginia,VA,VA-RICHMOND PUBLIC SCHOOLS,Matched,VA-CITY OF RICHMOND PUBLIC SCHOOLS,0.8747,confident,,
WHITE SALMON SD,Washington,WA,WA-WHITE SALMON SD,Matched,WA-WHITE SALMON VALLEY SCHOOL DISTRICT 405-17,0.8724,confident,,
MESICK CONSOLIDATED SCHOOLS,Michigan,MI,MI-MESICK CONSOLIDATED SCHOOLS,Matched,MI-MASON CONSOLIDATED SCHOOLS,0.8718,confident,,
NORTH KITSAP SD,Washington,WA,WA-N KITSAP SD,Matched,WA-NORTH KITSAP SCHOOL DISTRICT 400,0.8698,confident,,
THREE VILLAGE CSD,New York,NY,NY-THREE VILLAGE CSD,Matched,NY-THREE VILLAGE SCHS,0.8698,confident,type_mismatch: SCHOOL vs CITY,
CYPRESS SD,California,CA,CA-CYPRESS SD,Matched,CA-CYPRESS ELEMENTARY SCHOOL DISTRICT,0.8696,confident,,
HIGH SCHOOL DISTRICT 214,Illinois,IL,IL-HIGH SCHOOL DISTRICT 214,Matched,IL-TOWNSHIP HIGH SCHOOL DISTRICT 214,0.8693,confident,,
RUSSELL USD 407,Kansas,KS,KS-RUSSELL USD 407,Matched,KS-USD 407 RUSSELL COUNTY,0.8687,confident,,
GWINN AREA COMMUNITY SCHOOLS,Michigan,MI,MI-GWINN AREA COMMUNITY SCHOOLS,Matched,MI-GWINN AREA COMMUNITY SCHOOL DISTRICT,0.8687,confident,,
NORTH LYON COUNTY USD 251,Kansas,KS,KS-N LYON COUNTY USD 251,Matched,KS-USD 251 NORTH LYON COUNTY,0.8684,confident,,
NATCHITOCHES PARISH SCHOOLS,Louisiana,LA,LA-NATCHITOCHES PARISH SCHOOLS,Matched,LA-NATCHITOCHES PARISH SCHOOL DISTRICT,0.8674,confident,,
VERNON PUBLIC SCHOOLS,Connecticut,CT,CT-VERNON PUBLIC SCHOOLS,Matched,CT-WESTON PUBLIC SCHOOLS,0.8645,confident,,
ANTLERS PUBLIC SCHOOLS,Oklahoma,OK,OK-ANTLERS PUBLIC SCHOOLS,Matched,OK-CANUTE PUBLIC SCHOOLS,0.8614,confident,,
CORUNNA PUBLIC SCHOOLS,Michigan,MI,MI-CORUNNA PUBLIC SCHOOLS,Matched,MI-IONIA PUBLIC SCHOOLS,0.8611,confident,,
YOSEMITE USD,California,CA,CA-YOSEMITE USD,Matched,CA-VISTA UNIFIED SCHOOL DISTRICT,0.8608,confident,,
NEW HANOVER COUNTY SCHOOLS,North Carolina,NC,NC-NEW HANOVER COUNTY SCHOOLS,Matched,NC-NEW HANOVER COUNTY SCHOOL DISTRICT,0.8604,confident,,
SILO PUBLIC SCHOOLS,Oklahoma,OK,OK-SILO PUBLIC SCHOOLS,Matched,OK-ZION PUBLIC SCHOOL,0.8588,confident,,
CONTRA COSTA COMMUNITY COLLEGE DISTRICT,California,CA,CA-CONTRA COSTA COMMUNITY COLLEGE DISTRICT,Matched,CA-CONTRA COSTA COLLEGE CONTRA COSTA CCD,0.8587,confident,,
ATHENS-CLARKE COUNTY,Georgia,GA,GA-ATHENS-CLARKE COUNTY,Matched,GA-COUNTY OF ATHENS-CLARKE,0.8582,confident,,
DEARBORN PUBLIC SCHOOLS,Michigan,MI,MI-DEARBORN PUBLIC SCHOOLS,Matched,MI-ALBION PUBLIC SCHOOLS,0.8569,confident,,
PRINCE WILLIAM COUNTY,Virginia,VA,VA-PRINCE WILLIAM COUNTY,Matched,VA-COUNTY OF PRINCE WILLIAM,0.8561,confident,,
OAKLEY UNION ELEMENTARY USD,California,CA,CA-OAKLEY UNION ELEMENTARY USD,Matched,CA-OAK VIEW UNION ELEMENTARY SCHOOL DISTRICT,0.8555,confident,,
SOUTH COUNTY FIRE SNOHOMISH,Washington,WA,WA-S COUNTY FIRE SNOHOMISH,Matched,WA-COUNTY OF SNOHOMISH,0.8522,confident,,
BRUNSWICK COUNTY SCHOOLS,North Carolina,NC,NC-BRUNSWICK COUNTY SCHOOLS,Matched,NC-BRUNSWICK COUNTY SCHOOL DISTRICT,0.8517,confident,,
MILWAUKEE PUBLIC SCHOOLS,Wisconsin,WI,WI-MILWAUKEE PUBLIC SCHOOLS,Matched,WI-MILWAUKEE PUBLIC SCHOOL DISTRICT,0.8517,confident,,
TOWN OF ADDISON,Texas,TX,TX-TOWN OF ADDISON,Matched,TX-TOWN OF MARION,0.8497,probable,,
MOREHEAD STATE UNIVERSITY,Kansas,KS,KS-MOREHEAD STATE UNIVERSITY,Matched,KS-EMPORIA STATE UNIVERSITY,0.8495,probable,,
ISANTI COUNTY,Minnesota,MN,MN-ISANTI COUNTY,Matched,MN-COUNTY OF ISANTI,0.848,probable,city_match: ISANTI,
GREEN ISLAND UFSD,New York,NY,NY-GREEN ISLAND UFSD,Matched,NY-FIRE ISLAND UFSD,0.8452,probable,,
HAMILTON COUNTY SCHOOLS,Tennessee,TN,TN-HAMILTON COUNTY SCHOOLS,Matched,TN-HAMILTON COUNTY SCHOOL DISTRICT,0.8444,probable,,
MANTUA TOWNSHIP SCHOOLS,New Jersey,NJ,NJ-MANTUA TOWNSHIP SCHOOLS,Matched,NJ-MANTUA TOWNSHIP SCHOOL DISTRICT,0.8444,probable,,
SHAWNEE COMMUNITY COLLEGE,Illinois,IL,IL-SHAWNEE COMMUNITY COLLEGE,Matched,IL-WAUBONSEE COMMUNITY COLLEGE,0.844,probable,,
NEVIS PUBLIC SCHOOL,Minnesota,MN,MN-NEVIS PUBLIC SCHOOL,Matched,MN-ISLE PUBLIC SCHOOLS,0.8428,probable,,
NORFOLK PUBLIC SCHOOLS,Virginia,VA,VA-NORFOLK PUBLIC SCHOOLS,Matched,VA-NORFOLK PUBLIC SCHOOL DISTRICT,0.8425,probable,,
STURGIS PUBLIC SCHOOLS,Michigan,MI,MI-STURGIS PUBLIC SCHOOLS,Matched,MI-STURGIS PUBLIC SCHOOL DISTRICT,0.8425,probable,,
KETTERING CITY SCHOOLS,Ohio,OH,OH-KETTERING CITY SCHOOLS,Matched,OH-KETTERING CITY SCHOOL DISTRICT,0.8425,probable,,
MONTEVIDEO PUBLIC SCHOOLS,Minnesota,MN,MN-MONTEVIDEO PUBLIC SCHOOLS,Matched,MN-MONROE PUBLIC SCHOOLS,0.8421,probable,,
COLEMAN PUBLIC SCHOOLS,Oklahoma,OK,OK-COLEMAN PUBLIC SCHOOLS,Matched,OK-CHISHOLM PUBLIC SCHOOLS,0.8419,probable,,
ITHACA CITY SCHOOL DISTRICT,New York,NY,NY-ITHACA CITY SCHOOL DISTRICT,Matched,NY-UTICA CITY SCHOOL DISTRICT,0.8403,probable,,
LAREDO COLLEGE,Texas,TX,TX-LAREDO COLLEGE,Matched,TX-LAREDO COMMUNITY COLLEGE,0.8395,probable,,
